,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Shrooms,Nicotine,Semer,VSA
1079,18-24,Female,Masters degree,UK,White,25.0,50.0,48.0,50.0,50.0,-0.21712,-0.21575,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1080,18-24,Male,Masters degree,UK,White,33.0,43.0,44.0,45.0,38.0,-0.21712,-0.21575,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL2,CL3,CL0,CL0
1081,18-24,Female,Masters degree,UK,White,42.0,47.0,40.0,40.0,32.0,-0.71126,-0.84637,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1082,18-24,Female,University degree,UK,White,35.0,39.0,49.0,45.0,45.0,-1.37983,-0.21575,CL5,CL2,CL2,CL0,CL6,CL2,CL4,CL0,CL0,CL3,CL0,CL2,CL3,CL0,CL0,CL2,CL2,CL0,CL1
1083,18-24,Female,Masters degree,UK,White,33.0,43.0,52.0,42.0,53.0,0.52975,0.40148,CL6,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1084,35-44,Male,Professional certificate/ diploma,Canada,White,34.0,39.0,50.0,46.0,46.0,-0.71126,0.40148,CL6,CL2,CL0,CL2,CL6,CL3,CL5,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL1,CL0,CL0
1085,18-24,Female,Masters degree,Other,White,35.0,46.0,58.0,41.0,44.0,-1.37983,-0.52593,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1086,18-24,Female,Masters degree,UK,White,41.0,43.0,46.0,41.0,44.0,0.19268,-0.52593,CL6,CL0,CL2,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1087,25-34,Female,Masters degree,USA,White,31.0,39.0,48.0,47.0,48.0,0.19268,-0.84637,CL6,CL6,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0
1088,25-34,Female,University degree,UK,White,26.0,49.0,47.0,50.0,40.0,-1.37983,0.7654,CL6,CL2,CL5,CL0,CL6,CL5,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL6,CL0,CL1
1089,18-24,Female,Masters degree,UK,White,42.0,49.0,45.0,57.0,38.0,1.29221,0.40148,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1090,45-54,Female,Left school at 16 years ,UK,White,31.0,44.0,38.0,50.0,43.0,0.19268,-0.52593,CL4,CL3,CL0,CL5,CL6,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL3,CL3,CL0,CL0
1091,18-24,Male,University degree,Australia,White,21.0,34.0,42.0,35.0,32.0,0.19268,0.7654,CL3,CL4,CL6,CL0,CL6,CL3,CL4,CL4,CL0,CL4,CL0,CL0,CL4,CL4,CL0,CL3,CL0,CL0,CL4
1092,25-34,Female,University degree,Australia,White,23.0,51.0,40.0,39.0,46.0,0.88113,0.40148,CL6,CL2,CL0,CL2,CL6,CL4,CL5,CL3,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
1093,35-44,Male,Masters degree,UK,Asian,31.0,46.0,47.0,43.0,48.0,0.88113,-0.21575,CL5,CL0,CL0,CL2,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1094,25-34,Male,Masters degree,UK,White,47.0,32.0,40.0,43.0,43.0,-0.21712,-2.07848,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1095,18-24,Male,Left school at 18 years ,UK,White,30.0,35.0,56.0,54.0,33.0,-0.21712,-0.52593,CL5,CL2,CL3,CL3,CL5,CL5,CL4,CL0,CL0,CL3,CL0,CL4,CL3,CL0,CL0,CL0,CL6,CL0,CL0
1096,25-34,Male,"Some college or university, no certificate or degree",USA,White,27.0,40.0,51.0,44.0,37.0,0.88113,0.07987,CL3,CL2,CL0,CL4,CL6,CL6,CL6,CL2,CL2,CL3,CL2,CL2,CL3,CL2,CL6,CL3,CL6,CL0,CL5
1097,18-24,Female,"Some college or university, no certificate or degree",USA,White,36.0,37.0,46.0,37.0,37.0,-1.37983,-0.21575,CL4,CL0,CL0,CL0,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0
1098,18-24,Female,Masters degree,UK,White,24.0,48.0,48.0,46.0,46.0,-0.21712,0.40148,CL5,CL2,CL2,CL0,CL5,CL5,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL5,CL0,CL0
1099,18-24,Male,"Some college or university, no certificate or degree",Other,White,30.0,43.0,45.0,45.0,28.0,0.19268,0.7654,CL6,CL4,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1100,18-24,Female,University degree,USA,White,39.0,39.0,42.0,41.0,50.0,-0.71126,-0.52593,CL5,CL0,CL0,CL2,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL2,CL2,CL4,CL0,CL2,CL3,CL0,CL0
1101,18-24,Female,Masters degree,Other,White,28.0,39.0,45.0,40.0,39.0,-0.21712,1.2247,CL6,CL0,CL3,CL0,CL5,CL6,CL5,CL3,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL0
1102,18-24,Female,Left school at 18 years ,USA,White,26.0,42.0,57.0,37.0,28.0,0.19268,0.7654,CL5,CL0,CL0,CL0,CL5,CL4,CL5,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1103,25-34,Male,"Some college or university, no certificate or degree",Other,White,25.0,32.0,51.0,35.0,26.0,-1.37983,0.07987,CL6,CL3,CL2,CL3,CL6,CL5,CL5,CL3,CL0,CL4,CL0,CL3,CL3,CL4,CL0,CL4,CL6,CL0,CL0
1104,25-34,Female,Doctorate degree,UK,White,34.0,38.0,43.0,56.0,52.0,-1.37983,0.07987,CL4,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1105,25-34,Female,"Some college or university, no certificate or degree",Other,White,54.0,38.0,49.0,35.0,34.0,0.19268,0.7654,CL5,CL3,CL2,CL2,CL3,CL6,CL5,CL3,CL0,CL4,CL2,CL2,CL0,CL3,CL3,CL2,CL6,CL0,CL1
1106,18-24,Male,University degree,UK,White,47.0,47.0,53.0,42.0,38.0,1.86203,1.92173,CL5,CL4,CL2,CL3,CL5,CL4,CL6,CL2,CL0,CL4,CL0,CL4,CL3,CL2,CL0,CL2,CL4,CL0,CL0
1107,18-24,Male,"Some college or university, no certificate or degree",UK,White,27.0,51.0,55.0,51.0,40.0,0.19268,0.40148,CL6,CL5,CL3,CL5,CL6,CL5,CL5,CL5,CL0,CL5,CL0,CL5,CL3,CL3,CL0,CL0,CL6,CL0,CL0
1108,45-54,Male,"Some college or university, no certificate or degree",USA,White,57.0,29.0,33.0,44.0,29.0,0.88113,-0.52593,CL5,CL3,CL1,CL6,CL6,CL1,CL5,CL3,CL0,CL1,CL1,CL2,CL0,CL1,CL3,CL2,CL1,CL0,CL1
1109,18-24,Female,"Some college or university, no certificate or degree",USA,White,38.0,39.0,44.0,56.0,51.0,-1.37983,-1.18084,CL5,CL0,CL0,CL6,CL6,CL3,CL4,CL0,CL0,CL4,CL0,CL0,CL3,CL4,CL0,CL5,CL0,CL0,CL0
1110,45-54,Male,Doctorate degree,USA,White,40.0,37.0,50.0,45.0,32.0,1.29221,0.07987,CL6,CL6,CL0,CL2,CL6,CL3,CL6,CL2,CL0,CL1,CL0,CL0,CL0,CL3,CL3,CL2,CL2,CL0,CL0
1111,18-24,Male,Left school at 18 years ,USA,White,27.0,31.0,41.0,36.0,46.0,-0.71126,-0.52593,CL5,CL0,CL4,CL3,CL6,CL6,CL6,CL4,CL0,CL4,CL0,CL3,CL3,CL3,CL3,CL4,CL6,CL0,CL2
1112,18-24,Male,"Some college or university, no certificate or degree",USA,White,12.0,43.0,46.0,51.0,54.0,-0.21712,0.7654,CL5,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL3,CL3,CL3,CL5,CL0,CL0
1113,45-54,Male,Left school at 16 years ,UK,White,41.0,36.0,49.0,26.0,40.0,0.88113,-0.21575,CL3,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL0,CL3,CL0,CL0,CL1,CL0,CL3,CL1,CL0,CL0
1114,18-24,Male,"Some college or university, no certificate or degree",USA,Other,45.0,40.0,54.0,42.0,31.0,1.29221,0.40148,CL5,CL0,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL6,CL4,CL0,CL4,CL6,CL0,CL0
1115,18-24,Male,"Some college or university, no certificate or degree",USA,White,51.0,31.0,45.0,37.0,37.0,-0.71126,-0.21575,CL6,CL4,CL0,CL6,CL6,CL6,CL6,CL0,CL0,CL4,CL0,CL0,CL4,CL3,CL3,CL3,CL6,CL0,CL0
1116,25-34,Female,University degree,USA,White,21.0,55.0,60.0,50.0,40.0,0.52975,1.92173,CL6,CL6,CL0,CL3,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL0,CL0,CL4,CL5,CL5,CL6,CL0,CL4
1117,18-24,Male,"Some college or university, no certificate or degree",USA,White,46.0,37.0,46.0,31.0,34.0,0.88113,0.7654,CL4,CL5,CL0,CL3,CL4,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL3,CL0,CL0
1118,25-34,Male,University degree,UK,White,26.0,48.0,49.0,46.0,47.0,0.19268,-0.21575,CL5,CL2,CL2,CL0,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL2,CL0,CL0,CL0,CL2,CL0,CL0
1119,25-34,Male,"Some college or university, no certificate or degree",USA,White,32.0,21.0,37.0,38.0,40.0,0.19268,0.7654,CL2,CL5,CL0,CL3,CL6,CL2,CL4,CL2,CL0,CL0,CL3,CL2,CL2,CL2,CL6,CL2,CL1,CL0,CL0
1120,18-24,Male,Left school at 16 years ,Canada,White,35.0,26.0,56.0,43.0,39.0,-0.71126,-0.52593,CL3,CL2,CL0,CL2,CL6,CL3,CL4,CL3,CL2,CL2,CL0,CL2,CL2,CL2,CL4,CL2,CL6,CL0,CL0
1121,25-34,Male,Professional certificate/ diploma,UK,White,43.0,33.0,38.0,43.0,32.0,0.52975,-0.52593,CL6,CL6,CL2,CL3,CL6,CL3,CL6,CL3,CL0,CL3,CL0,CL4,CL6,CL0,CL0,CL2,CL6,CL0,CL0
1122,25-34,Male,Left school at 18 years ,UK,White,26.0,40.0,29.0,46.0,42.0,1.29221,0.07987,CL6,CL2,CL2,CL5,CL4,CL6,CL6,CL3,CL3,CL3,CL0,CL4,CL6,CL2,CL0,CL2,CL6,CL0,CL3
1123,25-34,Male,Professional certificate/ diploma,USA,White,49.0,30.0,43.0,42.0,24.0,-0.21712,-0.21575,CL4,CL4,CL2,CL5,CL6,CL5,CL5,CL3,CL0,CL4,CL3,CL0,CL4,CL0,CL2,CL3,CL6,CL0,CL3
1124,55-64,Male,Left school at 17 years,USA,White,41.0,37.0,42.0,32.0,46.0,-0.21712,0.07987,CL3,CL1,CL0,CL4,CL6,CL3,CL3,CL2,CL2,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
1125,18-24,Male,"Some college or university, no certificate or degree",USA,White,49.0,33.0,51.0,45.0,36.0,0.52975,1.2247,CL4,CL3,CL0,CL5,CL6,CL6,CL5,CL2,CL2,CL3,CL2,CL0,CL6,CL5,CL3,CL3,CL5,CL0,CL0
1126,18-24,Male,"Some college or university, no certificate or degree",USA,White,46.0,25.0,41.0,50.0,32.0,0.88113,0.40148,CL5,CL5,CL0,CL3,CL6,CL6,CL5,CL3,CL2,CL3,CL0,CL0,CL2,CL3,CL6,CL2,CL6,CL0,CL2
1127,18-24,Male,"Some college or university, no certificate or degree",Other,White,22.0,31.0,52.0,53.0,28.0,-0.21712,0.40148,CL5,CL0,CL0,CL0,CL3,CL5,CL6,CL0,CL0,CL0,CL0,CL3,CL3,CL3,CL3,CL4,CL5,CL0,CL0
1128,18-24,Male,"Some college or university, no certificate or degree",Other,White,40.0,41.0,45.0,43.0,27.0,1.29221,0.7654,CL6,CL3,CL3,CL6,CL4,CL5,CL5,CL2,CL2,CL3,CL5,CL5,CL6,CL2,CL0,CL2,CL6,CL0,CL2
1129,25-34,Female,Professional certificate/ diploma,USA,White,56.0,45.0,51.0,29.0,28.0,1.86203,1.92173,CL4,CL0,CL0,CL6,CL6,CL3,CL0,CL4,CL0,CL2,CL5,CL0,CL0,CL2,CL4,CL2,CL6,CL0,CL0
1130,25-34,Male,Masters degree,New Zealand,White,42.0,35.0,47.0,35.0,40.0,-0.21712,-0.21575,CL6,CL2,CL3,CL6,CL6,CL6,CL6,CL3,CL0,CL2,CL2,CL2,CL6,CL2,CL3,CL3,CL3,CL0,CL6
1131,35-44,Male,Professional certificate/ diploma,Australia,White,24.0,41.0,56.0,50.0,44.0,1.29221,0.7654,CL3,CL3,CL0,CL2,CL3,CL5,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
1132,18-24,Male,Masters degree,USA,White,40.0,48.0,38.0,37.0,38.0,1.86203,0.40148,CL5,CL5,CL0,CL4,CL6,CL3,CL6,CL3,CL0,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL6,CL0,CL2
1133,18-24,Male,Left school at 18 years ,USA,White,49.0,44.0,44.0,34.0,29.0,1.29221,1.2247,CL3,CL3,CL0,CL4,CL6,CL6,CL5,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL4,CL3,CL6,CL0,CL4
1134,25-34,Female,Doctorate degree,UK,White,35.0,42.0,40.0,43.0,45.0,-1.37983,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1135,25-34,Female,University degree,Other,White,39.0,26.0,46.0,47.0,32.0,-0.21712,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1136,25-34,Male,"Some college or university, no certificate or degree",USA,White,41.0,31.0,49.0,16.0,38.0,1.86203,1.2247,CL6,CL3,CL0,CL3,CL6,CL6,CL6,CL3,CL0,CL4,CL2,CL2,CL3,CL2,CL2,CL3,CL6,CL0,CL0
1137,18-24,Female,"Some college or university, no certificate or degree",USA,White,27.0,43.0,47.0,52.0,40.0,-0.21712,1.2247,CL6,CL2,CL0,CL5,CL5,CL5,CL5,CL5,CL3,CL4,CL3,CL0,CL3,CL0,CL5,CL3,CL5,CL0,CL3
1138,25-34,Female,University degree,Australia,White,51.0,28.0,51.0,36.0,30.0,0.52975,1.2247,CL4,CL2,CL0,CL3,CL6,CL6,CL4,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL2
1139,35-44,Male,Professional certificate/ diploma,USA,White,40.0,31.0,47.0,42.0,46.0,0.52975,0.07987,CL4,CL1,CL0,CL6,CL6,CL4,CL0,CL3,CL3,CL0,CL2,CL1,CL3,CL1,CL6,CL4,CL6,CL0,CL1
1140,18-24,Female,"Some college or university, no certificate or degree",USA,White,54.0,26.0,54.0,52.0,33.0,-0.21712,1.2247,CL6,CL3,CL0,CL4,CL6,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL0
1141,45-54,Male,University degree,UK,White,38.0,32.0,41.0,41.0,37.0,0.19268,-0.84637,CL1,CL1,CL1,CL3,CL6,CL1,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
1142,18-24,Male,"Some college or university, no certificate or degree",Republic of Ireland,White,51.0,34.0,41.0,35.0,25.0,-0.21712,0.07987,CL5,CL4,CL2,CL0,CL6,CL4,CL3,CL3,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
1143,25-34,Male,Masters degree,USA,White,38.0,35.0,48.0,43.0,34.0,-0.71126,-1.18084,CL5,CL6,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL4,CL5,CL4,CL4,CL4,CL3,CL0,CL2
1144,25-34,Male,University degree,USA,White,14.0,37.0,38.0,33.0,48.0,-0.21712,0.07987,CL5,CL6,CL5,CL3,CL6,CL2,CL4,CL2,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL2,CL0,CL0,CL0
1145,35-44,Male,Professional certificate/ diploma,USA,White,53.0,33.0,47.0,33.0,32.0,0.88113,-0.52593,CL3,CL3,CL1,CL4,CL6,CL3,CL3,CL1,CL1,CL2,CL0,CL2,CL5,CL3,CL3,CL2,CL6,CL0,CL1
1146,18-24,Male,"Some college or university, no certificate or degree",USA,White,37.0,41.0,47.0,39.0,37.0,0.52975,1.92173,CL5,CL4,CL2,CL4,CL6,CL6,CL5,CL6,CL3,CL5,CL2,CL3,CL2,CL3,CL3,CL3,CL5,CL0,CL2
1147,45-54,Female,Left school at 18 years ,Australia,White,30.0,44.0,44.0,46.0,48.0,-0.71126,-0.52593,CL1,CL6,CL2,CL6,CL5,CL6,CL5,CL2,CL0,CL2,CL2,CL2,CL0,CL2,CL0,CL2,CL6,CL0,CL0
1148,25-34,Male,"Some college or university, no certificate or degree",USA,White,48.0,37.0,50.0,50.0,45.0,0.19268,0.40148,CL4,CL6,CL3,CL6,CL6,CL4,CL4,CL2,CL2,CL2,CL2,CL2,CL4,CL2,CL0,CL2,CL5,CL0,CL2
1149,35-44,Female,University degree,USA,White,52.0,27.0,42.0,41.0,32.0,0.88113,-0.84637,CL1,CL3,CL0,CL2,CL6,CL6,CL6,CL1,CL2,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL6,CL0,CL1
1150,55-64,Female,Masters degree,USA,Other,39.0,35.0,41.0,35.0,40.0,0.52975,1.92173,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1151,18-24,Male,Left school at 18 years ,Other,White,41.0,34.0,45.0,42.0,27.0,0.52975,1.2247,CL4,CL3,CL0,CL3,CL4,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL3,CL0,CL4,CL0,CL0
1152,18-24,Female,Masters degree,UK,White,40.0,41.0,48.0,48.0,38.0,0.19268,0.7654,CL6,CL2,CL2,CL0,CL6,CL6,CL4,CL3,CL0,CL4,CL0,CL5,CL3,CL3,CL0,CL0,CL6,CL0,CL0
1153,18-24,Male,Doctorate degree,UK,White,27.0,51.0,56.0,53.0,38.0,-0.21712,1.2247,CL6,CL2,CL2,CL4,CL6,CL5,CL6,CL0,CL0,CL4,CL0,CL3,CL3,CL0,CL0,CL5,CL4,CL0,CL0
1154,18-24,Female,"Some college or university, no certificate or degree",UK,White,38.0,39.0,44.0,39.0,45.0,-0.21712,-0.52593,CL3,CL2,CL0,CL4,CL3,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL0
1155,18-24,Male,"Some college or university, no certificate or degree",UK,White,42.0,52.0,57.0,46.0,39.0,1.29221,0.7654,CL4,CL5,CL0,CL0,CL5,CL6,CL5,CL3,CL0,CL6,CL0,CL3,CL6,CL0,CL0,CL0,CL6,CL0,CL0
1156,45-54,Male,Professional certificate/ diploma,Republic of Ireland,White,31.0,40.0,44.0,35.0,48.0,-0.71126,0.40148,CL3,CL2,CL2,CL3,CL6,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL3,CL1,CL0,CL1,CL6,CL0,CL1
1157,25-34,Female,University degree,Canada,White,42.0,39.0,47.0,43.0,33.0,0.19268,1.2247,CL6,CL2,CL2,CL3,CL4,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL2,CL2,CL0,CL3,CL1,CL0,CL0
1158,18-24,Male,Left school at 17 years,USA,Other,44.0,32.0,36.0,37.0,43.0,0.52975,0.7654,CL5,CL6,CL0,CL0,CL6,CL5,CL4,CL5,CL0,CL4,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
1159,18-24,Male,"Some college or university, no certificate or degree",USA,White,36.0,39.0,56.0,44.0,44.0,0.52975,1.92173,CL5,CL3,CL0,CL3,CL4,CL5,CL4,CL4,CL0,CL2,CL3,CL0,CL3,CL2,CL3,CL2,CL3,CL0,CL0
1160,25-34,Female,Doctorate degree,UK,White,34.0,33.0,48.0,49.0,54.0,-0.71126,-0.52593,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1161,25-34,Male,Left school at 17 years,Australia,White,32.0,42.0,46.0,44.0,45.0,0.19268,0.07987,CL4,CL5,CL4,CL5,CL6,CL2,CL4,CL4,CL0,CL3,CL0,CL0,CL3,CL2,CL0,CL3,CL6,CL0,CL0
1162,25-34,Male,"Some college or university, no certificate or degree",USA,White,44.0,32.0,49.0,39.0,49.0,0.88113,-0.21575,CL5,CL0,CL0,CL5,CL4,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL5,CL3,CL1,CL0,CL0
1163,35-44,Male,University degree,USA,White,32.0,36.0,52.0,48.0,28.0,1.86203,1.92173,CL6,CL0,CL0,CL0,CL6,CL3,CL6,CL3,CL0,CL2,CL0,CL2,CL3,CL0,CL0,CL4,CL3,CL0,CL1
1164,25-34,Male,University degree,USA,White,41.0,33.0,53.0,41.0,46.0,-0.21712,0.07987,CL5,CL1,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL4,CL0,CL0,CL2,CL4,CL0,CL4,CL1,CL0,CL0
1165,18-24,Male,Left school at 18 years ,USA,White,44.0,38.0,55.0,38.0,34.0,0.88113,0.7654,CL6,CL2,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL3,CL3,CL2,CL0,CL0
1166,45-54,Male,Professional certificate/ diploma,USA,White,40.0,39.0,45.0,30.0,34.0,0.52975,0.40148,CL5,CL6,CL2,CL3,CL6,CL2,CL6,CL1,CL0,CL0,CL0,CL2,CL0,CL2,CL3,CL2,CL1,CL0,CL0
1167,35-44,Female,University degree,USA,White,25.0,48.0,55.0,51.0,44.0,-0.71126,-0.21575,CL6,CL0,CL0,CL0,CL6,CL3,CL6,CL2,CL0,CL2,CL1,CL2,CL0,CL1,CL0,CL2,CL5,CL0,CL0
1168,35-44,Male,"Some college or university, no certificate or degree",USA,White,37.0,36.0,46.0,38.0,43.0,-0.71126,0.40148,CL3,CL0,CL0,CL5,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL2,CL6,CL0,CL1
1169,18-24,Male,"Some college or university, no certificate or degree",USA,White,33.0,41.0,39.0,47.0,48.0,0.88113,0.40148,CL5,CL3,CL0,CL3,CL6,CL6,CL5,CL3,CL0,CL3,CL4,CL3,CL2,CL0,CL3,CL2,CL3,CL0,CL3
1170,18-24,Female,"Some college or university, no certificate or degree",USA,White,40.0,41.0,55.0,47.0,46.0,-1.37983,0.07987,CL4,CL0,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL2,CL0,CL0,CL2,CL2,CL0,CL0,CL3,CL0,CL2
1171,18-24,Male,"Some college or university, no certificate or degree",USA,Other,36.0,34.0,52.0,41.0,49.0,-0.21712,0.7654,CL4,CL5,CL0,CL6,CL6,CL6,CL6,CL6,CL1,CL3,CL3,CL3,CL2,CL3,CL3,CL3,CL6,CL0,CL0
1172,25-34,Male,Masters degree,USA,White,39.0,34.0,46.0,37.0,49.0,1.86203,1.92173,CL6,CL6,CL0,CL0,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0,CL5,CL0,CL0
1173,18-24,Male,"Some college or university, no certificate or degree",USA,Other,23.0,40.0,40.0,48.0,40.0,-0.21712,0.7654,CL3,CL3,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL4,CL0,CL0,CL4,CL4,CL2,CL3,CL0,CL0,CL0
1174,18-24,Male,"Some college or university, no certificate or degree",Other,White,44.0,39.0,46.0,34.0,35.0,-1.37983,0.07987,CL5,CL2,CL0,CL6,CL2,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0
1175,25-34,Female,"Some college or university, no certificate or degree",USA,White,31.0,42.0,47.0,53.0,43.0,1.29221,0.40148,CL5,CL0,CL0,CL3,CL6,CL2,CL5,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
1176,25-34,Female,Masters degree,USA,White,55.0,43.0,57.0,24.0,32.0,1.86203,1.92173,CL4,CL6,CL0,CL4,CL6,CL4,CL6,CL4,CL0,CL1,CL3,CL1,CL4,CL1,CL4,CL0,CL3,CL0,CL2
1177,18-24,Male,"Some college or university, no certificate or degree",USA,White,28.0,38.0,42.0,48.0,40.0,-0.21712,-1.18084,CL0,CL3,CL0,CL4,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL6,CL3,CL0,CL0,CL0
1178,18-24,Male,"Some college or university, no certificate or degree",USA,White,34.0,28.0,48.0,39.0,40.0,-0.71126,0.40148,CL2,CL0,CL0,CL0,CL3,CL6,CL6,CL0,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL2,CL0,CL0,CL0
1179,25-34,Male,"Some college or university, no certificate or degree",Other,White,52.0,37.0,42.0,40.0,34.0,0.19268,0.40148,CL5,CL3,CL2,CL3,CL6,CL4,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL2,CL3,CL3,CL0,CL0
1180,25-34,Female,Professional certificate/ diploma,Australia,White,40.0,37.0,42.0,56.0,36.0,0.52975,0.07987,CL6,CL3,CL2,CL3,CL6,CL4,CL6,CL3,CL0,CL3,CL0,CL4,CL4,CL4,CL3,CL4,CL5,CL0,CL0
1181,18-24,Male,University degree,USA,White,31.0,47.0,52.0,41.0,53.0,-0.71126,-0.21575,CL5,CL3,CL0,CL3,CL6,CL6,CL5,CL0,CL0,CL4,CL0,CL4,CL3,CL3,CL0,CL3,CL0,CL0,CL0
1182,45-54,Male,Left school at 16 years ,USA,White,34.0,31.0,45.0,49.0,44.0,-0.21712,0.7654,CL4,CL1,CL0,CL5,CL6,CL5,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL1,CL0,CL1
